empresa	cod_zon	zona	tienda	localidad	oficina_administrativa	externo	vend_actual	vend_rtc_actual	supervisor	tipo_riesgo	tipo_cliente	cod_cliente	cliente	td	num_doc	fecha_doc	mes_emis	ano_emis	dias_plazo	fecha_vcto	m_vcto	ano_vcto	fecha_al	dias_transc_vcto_of	tipo_de_operacion	rango_vcto	linea_de_credito	ind_vcto	semaforo_de_vencimiento	mon	importe_original	saldo	tp	dolares	soles	glosa	est_letr	banco	num_cobranza	referencia	correo	telefono
CAISAC	304	LIMA SUR	TRAPICHE	CARABAYLLO			GIANCARLO LUYO	GIANCARLO LUYO	M.GONZALES	RIESGO ALTO	AGRICULTOR	00006883851	RAMIREZ CELDA, RUBI DNI:06883851	ND	BD040000001	31/03/2017	Marzo	2017	1	01/04/2017	Abril	2017	17/12/2018	625	NORMAL	6 - (MAS DE 360 DIAS)	0	VENCIDO	4.- NEGRO	US	42.85	42.85	3.355	42.85	143.76	RAMIREZ CELDA, RUBI DNI:06883851						
CAISAC	319	ICA-PALPA-NAZCA-ACARI	LIMA	ICA			CARLOS LOAYZA	CARLOS LOAYZA	M.MAZA	RIESGO ALTO	DISTRIBUIDOR	00010236742	MISAICO MARTINEZ, LUZ MERCEDES DN:10236742	LT	17-1179	23/05/2017	Mayo	2017	121	21/09/2017	Septiembre	2017	17/12/2018	452	NORMAL	6 - (MAS DE 360 DIAS)	15000	VENCIDO	4.- NEGRO	US	2,097.28	2,097.28	3.355	2,097.28	7,036.37		CT			BV B0040000098		
CAISAC	319	ICA-PALPA-NAZCA-ACARI	LIMA	ICA			CARLOS LOAYZA	CARLOS LOAYZA	M.MAZA	RIESGO ALTO	DISTRIBUIDOR	00010236742	MISAICO MARTINEZ, LUZ MERCEDES DN:10236742	LT	17-1588	12/07/2017	Julio	2017	100	20/10/2017	Octubre	2017	17/12/2018	423	NORMAL	6 - (MAS DE 360 DIAS)	15000	VENCIDO	4.- NEGRO	US	2,037.79	2,037.79	3.355	2,037.79	6,836.79		CT			BV B0040000125,BV B0040000126		
CAISAC	30503	HUARAL	HUARAL	HUARAL			JUAN COBEÑAS	JUAN COBEÑAS	M.GONZALES	RIESGO ALTO	DISTRIBUIDOR	00010779587	ILLESCAS GUTIERREZ, CARLOS	BV	B0040000385	16/10/2018	Octubre	2018	7	23/10/2018	Octubre	2018	17/12/2018	55	NORMAL	2 - (31 A 60 DIAS)	0	VENCIDO	3.- ROJO	US	75.39	75.39	3.355	75.39	252.93	ILLESCAS GUTIERREZ CARLOS						
CAISAC	315	DPTO JUNIN-HUANCAVELICA-CERRO DE PASCO		CHUPACA			HECTOR CHACON	HECTOR CHACON	M.GONZALES	RIESGO ALTO	AGRICULTOR	00019904939	ASTETE VILCHEZ, CARLOS ENRIQUE	BV	B0040000253	14/03/2018	Marzo	2018	30	13/04/2018	Abril	2018	17/12/2018	248	NORMAL	5 - (121 A 360 DIAS)	5000	VENCIDO	3.- ROJO	US	1,074.98	598.15	3.355	598.15	2,006.79	ASTETE VILCHEZ CARLOS				BV B0040000251		
CAISAC	315	DPTO JUNIN-HUANCAVELICA-CERRO DE PASCO					HECTOR CHACON	HECTOR CHACON	M.GONZALES	RIESGO ALTO	DISTRIBUIDOR	00020435052	JAUREGUI PEREZ, BENIGNA DNI:20435052	BV	0040004658	21/10/2008	Octubre	2008	5	26/10/2008	Octubre	2008	17/12/2018	3704	NORMAL	6 - (MAS DE 360 DIAS)	0	VENCIDO	4.- NEGRO	MN	706.26	706.26	3.355	210.51	706.26							
CAISAC	315	DPTO JUNIN-HUANCAVELICA-CERRO DE PASCO	LIMA	JAUJA			HECTOR CHACON	HECTOR CHACON	M.GONZALES	RIESGO ALTO	AGRICULTOR	00020658151	MANYARI LEIVA, ELENA 20658151	BV	B0040000397	07/11/2018	Noviembre	2018	120	07/03/2019	Marzo	2019	17/12/2018	-80	NORMAL	8 - (VIGENTE)	5000	VIGENTE	1.- VERDE	US	4,720.00	4,720.00	3.355	4,720.00	15,835.60	MANYARI LEIVA ELENA				BV B0040000403		
CAISAC	315	DPTO JUNIN-HUANCAVELICA-CERRO DE PASCO	LIMA	JAUJA			HECTOR CHACON	HECTOR CHACON	M.GONZALES	RIESGO ALTO	AGRICULTOR	00020658151	MANYARI LEIVA, ELENA 20658151	BV	B0040000403	13/11/2018	Noviembre	2018	120	13/03/2019	Marzo	2019	17/12/2018	-86	NORMAL	8 - (VIGENTE)	5000	VIGENTE	1.- VERDE	US	826.31	826.31	3.355	826.31	2,772.27	MANYARI LEIVA ELENA				BV B0040000397		
CAISAC	315	DPTO JUNIN-HUANCAVELICA-CERRO DE PASCO	LIMA	JAUJA			HECTOR CHACON	HECTOR CHACON	M.GONZALES	RIESGO ALTO	AGRICULTOR	00020658151	MANYARI LEIVA, ELENA 20658151	BV	B0040000427	13/12/2018	Diciembre	2018	120	12/04/2019	Abril	2019	17/12/2018	-116	NORMAL	8 - (VIGENTE)	5000	VIGENTE	1.- VERDE	US	965.29	965.29	3.355	965.29	3,238.55	MANYARI LEIVA ELENA						
CAISAC	315	DPTO JUNIN-HUANCAVELICA-CERRO DE PASCO	LIMA	JAUJA			HECTOR CHACON	HECTOR CHACON	M.GONZALES	RIESGO ALTO	AGRICULTOR	00020658151	MANYARI LEIVA, ELENA 20658151	BV	B0040000428	13/12/2018	Diciembre	2018	120	12/04/2019	Abril	2019	17/12/2018	-116	NORMAL	8 - (VIGENTE)	5000	VIGENTE	1.- VERDE	US	724.28	724.28	3.355	724.28	2,429.96	MANYARI LEIVA ELENA						
